"","X","SCE_Cab","SCE_Cw","SCE_LAI","SCE_Cm","SCE_Car","ann_neon_Cab","ann_neon_Car","ann_neon_Cw","ann_neon_Cm","ann_neon_LAI","B02","B03","B04","B05","B06","B07","B8A","B11","B12","ARVI","BIOM","CHM","EVI","fPAR","LAI","MSI","NDII","NDLI","NDNI","NDVI","NDWI","NDMI","PRI","SAVI","WBI","coords.x1","coords.x2","ESA_LAI","LAI_flag","ESA_LAI_cab","ESA_LAI_cab_flag","ESA_LAI_car","ESA_LAI_car_flag","ESA_fapar","ESA_fapar_flag","ESA_fcover","ESA_fcover_flag","ann2_Cab","ann2_Car","ann2_Cw","ann2_Cm","ann2_LAI"
"37",54,30.6199909271746,0.0299999992090466,0.831507900189332,0.0299999157298843,17.1759140043179,-1.66097886424864,22.4792951134342,0.00949196993636151,0.0064990517003929,2.18621208132556,0.0413,0.0745,0.0608,0.1326,0.2466,0.2761,0.2999,0.2345,0.1351,0.559350907802582,20.0785274505615,0,0.408156424760818,0.334614992141724,1.08543264865875,0.834694027900696,0.0425502248108387,0.0436812900006771,0.145738005638123,0.683603703975677,-0.0763814076781273,0.40481436252594,-0.0735389217734337,0.411068618297577,1.00255358219147,626690,3694890,1.05110001564026,0,47.0263748168945,0,0.0240600723773241,0,0.458725422620773,0,0.448486328125,0,13.1345480466492,3.1119135043042,0.0316035658174258,-0.0156138629460253,2.12788511152338
"38",55,30.1378722438702,0.0299999937939373,0.729380866468439,0.0299999967193463,49.9995286969748,-5.54061999485825,20.9926774790656,-0.00042411117077918,0.00787823411792077,1.75149494424827,0.0521,0.0883,0.0749,0.1561,0.2838,0.3152,0.3459,0.2978,0.175,0.547468781471252,19.647180557251,0,0.445322871208191,0.363277494907379,1.19229590892792,0.883367359638214,0.0149925351142883,0.0433386564254761,0.151533007621765,0.668986558914185,-0.083773210644722,0.382297337055206,-0.0719490647315979,0.438119679689407,0.983879745006561,628390,3694090,0.851499855518341,0,42.0474700927734,0,0.0156657062470913,0,0.439747214317322,0,0.441725075244904,0,14.1448034253063,-2.04530887458858,0.0126770939152108,-0.00632327573157408,2.21654927965277
"39",57,26.7949784703871,0.0299999982679271,0.639578389990893,0.0100000005227252,49.9827946598213,-5.22883075098097,21.702350341375,0.00218598488391433,0.00725252194905434,1.78806636003063,0.0442,0.0774,0.066,0.1364,0.2517,0.2794,0.308,0.2698,0.1635,0.550873279571533,19.7793846130371,0,0.432558298110962,0.352115005254745,1.15536832809448,0.878398597240448,0.0199652425944805,0.0413556881248951,0.146661072969437,0.67419970035553,-0.0850632786750793,0.415631473064423,-0.0737782642245293,0.429362684488297,0.987239181995392,628750,3692030,0.906376242637634,0,44.4222831726074,0,0.0178682263940573,0,0.426297873258591,0,0.41354975104332,0,15.1282122341198,-2.66543293607089,0.0253595047330417,-0.014861268359958,2.04009747551149
"40",58,26.9083297095683,0.0299999996921787,0.714937774832862,0.0100001928769973,49.9999988630879,-2.95640168423452,20.3508381442896,0.00534980659341429,0.00714275044799924,2.05512371044623,0.0446,0.0818,0.0689,0.1426,0.2755,0.3049,0.3323,0.2717,0.1613,0.574183821678162,20.3907070159912,0,0.449500173330307,0.370767503976822,1.23214662075043,0.813375651836395,0.0533112064003944,0.0439922362565994,0.15433169901371,0.695332586765289,-0.0650296360254288,0.410138428211212,-0.0758419185876846,0.446052610874176,1.00315320491791,628870,3691890,0.952531337738037,0,47.3847389221191,0,0.0191143471747637,0,0.459602475166321,0,0.453971415758133,0,16.1309234771599,-1.55047116659007,0.0255296812563202,-0.0138534470325298,2.16618853456006
"41",61,35.5849016272706,0.0299999992372914,0.953156913638999,0.029994155038931,49.9959147955609,1.16668192399423,22.8515877655138,0.0106644306468906,0.00674287793074486,2.41475397884403,0.0402,0.0738,0.059,0.1339,0.2809,0.3145,0.3399,0.2422,0.1342,0.626100897789001,21.5485992431641,0,0.487941443920135,0.406100004911423,1.38808119297028,0.706658720970154,0.122859455645084,0.0471603758633137,0.158949568867683,0.734670698642731,-0.0474947802722454,0.442561149597168,-0.0800540521740913,0.479552835226059,1.0047196149826,629190,3691290,1.2089592218399,0,57.8604354858398,0,0.0258218310773373,0,0.521645724773407,0,0.525037407875061,0,17.3629441450679,2.37324550893834,0.0275751497287869,-0.0124444209379966,2.29816190397482
"42",62,32.0840158468264,0.0299999999727183,0.797562289683702,0.0100000009929957,49.9999747598216,-0.0605168142151413,24.4843594065708,0.00993287084589075,0.00663070595766079,2.31108237286802,0.038,0.0685,0.0551,0.1296,0.269,0.2982,0.3322,0.2503,0.1438,0.639857351779938,21.7313346862793,0,0.476368993520737,0.394382506608963,1.33148717880249,0.749434888362885,0.0929526910185814,0.0441523380577564,0.156438335776329,0.740881204605103,-0.0597945339977741,0.422725141048431,-0.0704559236764908,0.467656016349792,0.99582052230835,629130,3691470,1.17997407913208,1,57.0141181945801,1,0.0231069903820753,1,0.504699110984802,1,0.501753747463226,0,17.6894576230215,1.7115890303158,0.0327748992286399,-0.0165040057131769,2.22939643042283
"43",63,31.8963076689263,0.0299999996783365,1.01189055198944,0.0100071776366471,49.9998748769771,2.85727258927896,20.9566235914934,0.0132158039581439,0.00657214725491885,2.60269601811932,0.0402,0.0768,0.0557,0.1393,0.3203,0.3585,0.3829,0.2466,0.1354,0.674865782260895,22.5525646209717,0,0.55303955078125,0.462287485599518,1.67318749427795,0.636041641235352,0.174156442284584,0.0495208613574505,0.165954947471619,0.768762230873108,-0.0176017452031374,0.472278833389282,-0.071981854736805,0.53039026260376,1.02070260047913,629050,3691310,1.38944184780121,0,67.812126159668,0,0.0278822612017393,0,0.582029283046722,0,0.603456556797028,0,17.2106992814052,2.94109874388804,0.0300063372575231,-0.0138187146569404,2.37293706075322
"44",65,33.3070598208283,0.0299999971293438,0.79136987504136,0.0299999988689328,49.9999949499612,-3.07813129481989,19.6263209661541,0.00191584294509067,0.0077960603731381,1.98468347364127,0.0511,0.0869,0.0724,0.1487,0.2919,0.3271,0.3524,0.2907,0.165,0.575525045394897,20.2321548461914,0,0.460913181304932,0.377252489328384,1.24969053268433,0.830615937709808,0.0435365699231625,0.0441172122955322,0.153734132647514,0.689204633235931,-0.0688779130578041,0.39054673910141,-0.0690583661198616,0.450801163911819,0.995683908462524,628430,3693850,0.945632874965668,0,48.0910415649414,0,0.0172679927200079,0,0.47259709239006,0,0.476840227842331,0,17.5483988296421,-2.68536273150668,0.00845793084871692,-0.00297789463361408,2.30136423381051
"45",66,33.5612049532316,0.0299999995068983,0.905802046350611,0.0299999961003303,10.5565941754116,1.01916402622643,13.6964248277532,0.00952052873734497,0.00689867662509214,2.3120160279164,0.0461,0.085,0.0627,0.133,0.2734,0.3054,0.3297,0.2446,0.1367,0.577915132045746,20.293758392334,0,0.44737309217453,0.362145006656647,1.20146524906158,0.801953554153442,0.0547625124454498,0.0490245744585991,0.163313508033752,0.690917491912842,-0.0630734860897064,0.390542209148407,-0.0695716142654419,0.439844638109207,1.0127317905426,627170,3694870,1.12938868999481,0,52.9470520019531,0,0.0245465878397226,0,0.498844623565674,0,0.505695521831512,0,15.6718383823669,0.933178007938356,0.0246285273816054,-0.0112758526518234,2.24919267003698
"46",67,32.770212297998,0.0299999996466705,1.0291813457143,0.0100000534204709,14.419265298395,2.69404104343041,18.7060908803016,0.0125932995809441,0.00675131142277382,2.60235447834908,0.041,0.0824,0.0552,0.1425,0.3276,0.3666,0.397,0.2521,0.1353,0.67194801568985,22.4210453033447,0,0.564273297786713,0.468980014324188,1.70677697658539,0.676692843437195,0.145050406455994,0.0521583817899227,0.172889232635498,0.763058185577393,-0.0342772044241428,0.45143136382103,-0.0683822780847549,0.535722434520721,1.01302433013916,628150,3694890,1.44141936302185,0,68.5308837890625,0,0.0278675574809313,0,0.597130298614502,0,0.628410696983337,0,14.8480503195641,3.9397749084256,0.0267574582515164,-0.0114867834819028,2.42530297306088
"47",68,29.2539964583248,0.029999999993435,0.697081796025897,0.0299999990353505,49.9999658023335,-6.49558272537442,20.8436336871785,-0.000556388732974856,0.00775533443902839,1.72402999710957,0.0551,0.0921,0.091,0.1622,0.2978,0.3263,0.3553,0.3124,0.1931,0.563091635704041,20.1056327819824,0,0.464022815227509,0.387737512588501,1.28985333442688,0.794435322284698,0.0738416463136673,0.0435346588492393,0.152135923504829,0.684153497219086,-0.0547309294342995,0.426898330450058,-0.0797635316848755,0.455766618251801,0.998884618282318,631750,3695270,0.748142540454865,0,40.2265930175781,0,0.0143540892750025,0,0.422363758087158,0,0.405709713697433,0,20.5220032887856,-7.67806607690566,0.0176352133131512,-0.0115658775157666,2.01915003314329
"48",69,36.7258316359964,0.0299999996294142,0.986664296611266,0.029999904113643,49.9999946776533,1.55538097832061,21.9894190499607,0.011796508509886,0.00665638309741986,2.49616285943029,0.0409,0.076,0.0599,0.1372,0.297,0.3299,0.36,0.2481,0.1377,0.644850134849548,21.8276119232178,0,0.508137345314026,0.420447498559952,1.45762586593628,0.665515661239624,0.14955236017704,0.0465964078903198,0.160667106509209,0.744151771068573,-0.0286363437771797,0.459725439548492,-0.0704887360334396,0.492575734853745,1.01435089111328,629090,3691210,1.25674033164978,0,60.8741683959961,0,0.0260262936353683,0,0.54242616891861,0,0.553279340267181,0,17.8380010034418,2.41628725593516,0.0296819392998141,-0.0138430017313348,2.33088265573793
"49",70,24.6407600750862,0.0299426832625442,0.575304635456677,0.0299999602330437,49.9999826112203,-12.4215056430977,21.3592248511775,-0.00497910697328972,0.00774410930615197,0.429490659209463,0.0523,0.0862,0.0898,0.1622,0.2541,0.2814,0.3197,0.3136,0.1942,0.468575030565262,18.22287940979,0,0.390693873167038,0.323424994945526,1.02876937389374,0.93523782491684,-0.00868853274732828,0.0416726842522621,0.139568015933037,0.620318293571472,-0.102382518351078,0.386163115501404,-0.0929508283734322,0.398553460836411,0.975873529911041,631250,3695910,0.651635885238647,1,33.186882019043,1,0.0127923553809524,1,0.34604674577713,1,0.330817878246307,0,6.55897194211866,2.65238011268312,0.0120406372145768,-0.00876796116516153,1.97767900517653
"50",72,32.7161829957807,0.0299999999095893,0.819866006694797,0.0299999997441834,49.9999661052333,-2.72794707329212,20.2917669023986,0.00476467661195036,0.00743404295950293,2.12320424288192,0.05,0.0865,0.0739,0.1509,0.2916,0.3292,0.3596,0.2835,0.1625,0.544899046421051,19.6362953186035,0,0.481559783220291,0.396555006504059,1.332390666008,0.90392804145813,0.00835400354117155,0.0494559928774834,0.160344257950783,0.668974161148071,-0.0854443535208702,0.384315103292465,-0.072498083114624,0.468319952487946,0.988014280796051,628230,3693690,0.983868896961212,0,49.8602561950684,0,0.0192889254540205,0,0.485713958740234,0,0.487145870923996,0,15.4553522384949,0.852223267485318,0.0204899887302887,-0.00943042674828036,2.34319137443897
"51",73,31.4547850037629,0.0299999998659657,0.906442552544602,0.012695369827627,49.9999591316431,1.05694529587446,23.4695737816742,0.0119777639789152,0.00655207862486214,2.47674410922944,0.0386,0.0738,0.0587,0.1352,0.2848,0.3223,0.3521,0.2439,0.136,0.63169926404953,21.5939846038818,0,0.488599479198456,0.405392497777939,1.38531363010406,0.704516589641571,0.123595923185349,0.0458352416753769,0.158659130334854,0.736212134361267,-0.0442906804382801,0.446001797914505,-0.0759468078613281,0.478124767541885,1.0061821937561,629090,3691290,1.26541781425476,0,61.1006126403809,0,0.0267519503831863,0,0.539446592330933,0,0.543913245201111,0,15.8849859112512,3.22305412699125,0.0319373722975911,-0.0150758090312534,2.2998168602632
"52",74,35.6029914373757,0.0299999988644296,0.756533620618888,0.0299999929007474,49.9999289277286,-3.30840912678007,23.0487461608557,0.00304273782009512,0.00736512203919709,1.92069115132382,0.0391,0.0731,0.0618,0.1289,0.2451,0.2828,0.3112,0.2594,0.1504,0.593910396099091,20.9490528106689,0,0.423189580440521,0.352259993553162,1.14912009239197,0.832736730575562,0.0399291291832924,0.0425954274833202,0.149354577064514,0.714303612709045,-0.0775115713477135,0.398392647504807,-0.0797706544399261,0.427346259355545,0.997552037239075,628950,3691890,1.03564012050629,0,50.9839820861816,0,0.02056266926229,0,0.460770100355148,0,0.444926500320435,0,15.0312840735413,0.577910331598588,0.0239066879439528,-0.011825618106636,2.19707019337795
"53",75,26.2786626629425,0.0299999998344777,0.595523693434135,0.0299999870942019,11.9914515892109,-11.6054193048913,16.1129183391575,-0.00568739020033249,0.00800816405410523,0.641453707017438,0.0568,0.0937,0.0851,0.154,0.2549,0.2853,0.3095,0.3056,0.1874,0.48210197687149,18.1541175842285,0,0.383303105831146,0.30851748585701,0.976718604564667,0.94178581237793,-0.0181202590465546,0.0430158078670502,0.147835358977318,0.619658410549164,-0.0927083641290665,0.356840759515762,-0.0723604708909988,0.385604858398438,0.985707938671112,631730,3690730,0.67549455165863,0,34.2089729309082,0,0.0131718991324306,0,0.359509319067001,0,0.349089115858078,0,15.7238263243229,-4.60885177944029,0.00871969308161057,-0.000655938517312223,1.78011719870285
"54",76,24.8200890003914,0.0299824385242773,0.695191504384598,0.0299999889950191,49.9999949230189,-7.23143175004586,20.1209800307541,0.00117887034545722,0.00739424346974572,1.74743834828312,0.0532,0.0971,0.0866,0.1678,0.2864,0.3156,0.3439,0.301,0.1885,0.46982753276825,18.0960292816162,0,0.442555874586105,0.36370000243187,1.20210933685303,0.857434630393982,0.0370512716472149,0.0425118878483772,0.151085764169693,0.616317272186279,-0.0773063153028488,0.446139097213745,-0.0939337238669395,0.439196556806564,0.978457629680634,628570,3694130,0.732008755207062,0,35.7282524108887,0,0.0150790689513087,0,0.408202886581421,0,0.401515811681747,0,10.3248407755863,-2.82805108914386,0.0283590225444326,-0.0177958748752655,1.9817737662931
"55",77,31.0253669660544,0.0299999991013112,0.971321640423493,0.0129434654795091,49.9881995547357,1.82516049385965,24.4920612185348,0.0125593613584604,0.0066077438495864,2.56492399890667,0.0407,0.0757,0.0595,0.1411,0.304,0.3393,0.3722,0.2456,0.1339,0.642122268676758,21.8384971618652,0,0.517245292663574,0.430429995059967,1.50752592086792,0.66376519203186,0.152162656188011,0.0478057116270065,0.161939308047295,0.744516253471375,-0.0287433471530676,0.464476853609085,-0.0729528665542603,0.501568496227264,1.01601481437683,629090,3691250,1.32386803627014,0,63.0582962036133,0,0.0278649199754,0,0.562354445457458,0,0.577808618545532,0,16.4601664242323,3.6354318772114,0.0299824710534868,-0.0135570979393879,2.36247518109673
"56",79,29.6703141986632,0.0299999999924268,0.777300635322535,0.0299999678943939,40.9248349570059,-3.52651769335713,20.6710131339903,0.00499630303111888,0.00722137205329674,2.05756006042072,0.0487,0.0869,0.0726,0.1536,0.2868,0.31,0.343,0.2803,0.1663,0.563698709011078,20.1496448516846,0,0.455004632472992,0.375572502613068,1.24795162677765,0.779126524925232,0.0763139724731445,0.0431318655610085,0.154126450419426,0.686028122901917,-0.0629144459962845,0.424216061830521,-0.0808316394686699,0.449612677097321,0.991935908794403,628490,3694010,0.898237526416779,0,42.782829284668,0,0.0179201774299145,0,0.450623840093613,0,0.4539934694767,0,14.2309795104209,-0.382188105460344,0.0252037694903708,-0.0135866744074605,2.19458221835344
"57",80,33.2697682520659,0.0299992966764771,0.828288849214566,0.0299999999067095,49.9999096424447,-1.87670073990171,20.4215136789811,0.00430587197768336,0.00758121633775497,2.13629505383505,0.0484,0.0865,0.0695,0.149,0.2955,0.3257,0.3605,0.2849,0.1586,0.583253860473633,20.4319400787354,0,0.471910953521729,0.38697749376297,1.29338335990906,0.796069025993347,0.0633197203278542,0.0459100641310215,0.156014442443848,0.695986092090607,-0.0608984343707561,0.39752459526062,-0.0686615705490112,0.460530400276184,1.00273263454437,628390,3693810,1.01376235485077,0,49.4335632324219,0,0.0186131577938795,0,0.488805145025253,0,0.50248908996582,0,16.276456073203,0.335133709908149,0.0138344606819761,-0.00515561131538258,2.37918382500525
"58",82,33.9316860496724,0.0299999783758214,0.790147812580511,0.0299998410197842,49.9971552167599,-2.70938244247448,20.0822977612808,0.00676027956989395,0.00689037601863193,2.08593762780309,0.0416,0.0779,0.0655,0.1336,0.2588,0.2977,0.3224,0.2592,0.1535,0.591728031635284,20.8945217132568,0,0.445770353078842,0.371470004320145,1.23234713077545,0.822275638580322,0.0481088981032372,0.0435248948633671,0.150571897625923,0.712451219558716,-0.0707142278552055,0.415058046579361,-0.0792806297540665,0.446232914924622,1.00097405910492,628950,3691910,1.02932775020599,0,51.5536422729492,0,0.0213835444301367,0,0.471878707408905,0,0.457637757062912,0,14.9311316578679,0.0518920544681514,0.0308211702950016,-0.0164311681523273,2.16440600676402
"59",83,30.5372045076373,0.0299999999643262,0.731927085763959,0.0299956048811843,49.9999995794624,-5.13202182016179,20.2953889035454,0.00122350678496744,0.00754282313355573,1.81065017708614,0.0463,0.0843,0.07,0.1453,0.2667,0.3016,0.323,0.2786,0.1674,0.546617984771729,19.6595478057861,0,0.443508684635162,0.361122488975525,1.19090259075165,0.849436819553375,0.0341596268117428,0.0427023693919182,0.151127070188522,0.670128226280212,-0.0711870044469833,0.412142217159271,-0.0718510821461678,0.437876224517822,0.996306240558624,628770,3692050,0.879461884498596,0,43.8793258666992,0,0.0174698363989592,0,0.43720880150795,0,0.428917765617371,0,13.7273150508873,-3.21613377881056,0.0189745088561997,-0.0108258587150447,2.09504527917539
"60",84,30.9682071965835,0.0299999914419735,0.771870791393734,0.0299999954681316,49.9999066520388,-3.87825351543668,19.2984126202988,0.00449724016872427,0.00732847923773427,2.048946178853,0.0499,0.0906,0.0766,0.1562,0.2954,0.3248,0.361,0.2934,0.1748,0.560203075408936,20.1040325164795,0,0.469398111104965,0.388362497091293,1.30703210830688,0.823203921318054,0.0531962960958481,0.0432214923202991,0.150338396430016,0.685221135616302,-0.06264828145504,0.44211134314537,-0.0809517055749893,0.462657988071442,1.00252950191498,628910,3692110,0.906195104122162,0,45.2057189941406,0,0.0172178279608488,0,0.464442491531372,0,0.466359108686447,0,14.4045798461298,-0.614720332984188,0.0259453523298489,-0.0139618055753831,2.22200165517929
"61",85,29.5695983590451,0.0299999992871333,0.908379583299979,0.0101136563954296,49.9999927141407,1.45474119622779,24.4294483805752,0.0122732123278977,0.00649715029160721,2.48441025244569,0.0377,0.0729,0.0572,0.1355,0.2843,0.3185,0.3453,0.239,0.133,0.648931503295898,21.9689273834229,0,0.4947110414505,0.410257488489151,1.41271817684174,0.668581128120422,0.147083416581154,0.0465829931199551,0.160244315862656,0.748948454856873,-0.0379553511738777,0.451527118682861,-0.0729256868362427,0.483419448137283,1.01033818721771,629150,3691310,1.25,0,59.0258636474609,0,0.026911873370409,0,0.532618284225464,0,0.538731396198273,0,15.8849507126818,3.22141129664292,0.0315134885374517,-0.0147318568997047,2.28039362977682
"62",86,36.1694807106806,0.0299999635305528,1.01133723974828,0.0299999999824331,37.9614184967378,1.19298764813093,22.9061254203284,0.0106493428059374,0.00692955082253275,2.5114534804104,0.0438,0.0812,0.0613,0.1497,0.3205,0.3587,0.3889,0.264,0.1443,0.673610508441925,22.5139331817627,0,0.536589205265045,0.44777250289917,1.58863139152527,0.647135078907013,0.160848870873451,0.0505597144365311,0.16607865691185,0.767871201038361,-0.0195946712046862,0.455873638391495,-0.0660665184259415,0.518088161945343,1.0268120765686,629790,3690850,1.27077782154083,0,60.8449783325195,0,0.024538716301322,0,0.563054502010345,0,0.586585462093353,0,15.0589951282334,3.62937685741126,0.024621239976608,-0.0104785701164386,2.43982175738459
"63",88,32.7893321693372,0.0299999950757968,0.831945011484208,0.0100073546583539,49.9999997325623,-0.250627281320558,22.4834939122737,0.0107516161718641,0.00660354105414924,2.37690456580832,0.0386,0.0724,0.0573,0.132,0.2742,0.3158,0.3497,0.2529,0.1443,0.679611444473267,22.8270626068115,0,0.509754657745361,0.429452508687973,1.49881267547607,0.672114491462708,0.141521617770195,0.0484159141778946,0.161274254322052,0.778081655502319,-0.0369690917432308,0.453599959611893,-0.0760624706745148,0.50141441822052,1.02074837684631,628970,3691950,1.25092458724976,0,62.0574798583984,0,0.0246772393584251,0,0.532994091510773,0,0.530738115310669,0,14.8585138521004,3.04045644615692,0.034442836475987,-0.0171045119186782,2.27818097022286
"64",89,28.2165422527533,0.0299990586762298,0.902059911983433,0.0100000139671137,49.9999994139325,0.138094378202599,20.2139909723518,0.0123616673057191,0.00653360726643787,2.50428617594254,0.0433,0.0836,0.0638,0.149,0.3072,0.3456,0.3751,0.258,0.1472,0.63499504327774,21.6937675476074,0,0.522851765155792,0.434837490320206,1.52911710739136,0.692949116230011,0.132399022579193,0.0496247820556164,0.163306519389153,0.739598095417023,-0.0300723966211081,0.455812990665436,-0.0750251859426498,0.506083071231842,1.02392816543579,628810,3691670,1.20255672931671,0,57.5572166442871,0,0.0250555016100407,0,0.543119728565216,0,0.558040261268616,0,12.9986217081321,3.46845193030474,0.0344309782620239,-0.0171695258560043,2.32003524405704
"65",90,45.6553419959114,0.0299999999314048,1.08597681300761,0.0299999846828583,12.4679902279719,4.86192355948756,12.8468152009647,0.0117033829907938,0.0069492981824011,2.55426869030037,0.0445,0.0789,0.0571,0.126,0.317,0.361,0.3889,0.2519,0.1332,0.664232850074768,21.9939193725586,0,0.565344095230103,0.463562488555908,1.65051245689392,0.672994375228882,0.144369959831238,0.0558349639177322,0.174683928489685,0.748166382312775,-0.0215454362332821,0.454696953296661,-0.0563898272812366,0.528605103492737,1.03920412063599,626970,3695190,1.49468386173248,0,78.7325286865234,0,0.0278441365808249,0,0.601746380329132,0,0.620780766010284,0,22.0922669358162,1.84284987803577,0.0226309157431653,-0.00900587285584838,2.44906748742223
"66",92,28.0528216700788,0.0299656622557941,0.833562077150577,0.0100014514783552,49.8427055892739,-0.555161856251974,21.3058937645024,0.0139344966235137,0.00591930955133796,2.39256452788338,0.0378,0.0734,0.0549,0.1299,0.2534,0.292,0.3199,0.2311,0.1332,0.636237442493439,21.7232818603516,0,0.4854596555233,0.402692496776581,1.37944436073303,0.703956425189972,0.127165362238884,0.0476396456360817,0.154772892594337,0.739386260509491,-0.0388380624353886,0.451066821813583,-0.0697064623236656,0.475309044122696,1.0251739025116,626690,3694830,1.2177711725235,1,55.2357063293457,1,0.0270217247307301,1,0.507666051387787,1,0.500479757785797,0,11.5063950807922,4.12892121010387,0.0405437460619009,-0.0205764850615537,2.13032224806994
"67",93,25.5665567912608,0.0299999804406241,0.6871482239365,0.0156888469363557,49.9999213983336,-4.28838638972327,19.9004851780763,0.00355760733458051,0.00722725962116473,1.90055206620375,0.0466,0.0823,0.0698,0.1387,0.2525,0.2803,0.3076,0.2617,0.155,0.492738902568817,18.5021553039551,0,0.383419573307037,0.309354990720749,0.983591854572296,0.962627768516541,-0.0306723304092884,0.0440511144697666,0.151381984353065,0.630119740962982,-0.10081373155117,0.353183150291443,-0.0745790228247643,0.387305825948715,0.989393293857574,627150,3694990,0.907273828983307,0,43.2354736328125,0,0.0195091124624014,0,0.427709728479385,0,0.417696863412857,0,14.5337502631197,-1.22102228626586,0.0237424240038091,-0.0129058800959929,2.10898594535226
"68",94,31.5958891388453,0.0299999938559304,0.746553241097942,0.0196950842123765,49.9999228676138,-2.13639846186585,20.4138236328007,0.00338540557613106,0.00742217921043641,1.96899970549593,0.0424,0.0765,0.0634,0.1334,0.2648,0.2976,0.3153,0.2637,0.154,0.591630816459656,20.8126182556152,0,0.439463078975677,0.363737493753433,1.20193958282471,0.813998162746429,0.0508468188345432,0.0441786609590054,0.154536485671997,0.709664344787598,-0.066931463778019,0.397164195775986,-0.0760489851236343,0.439284116029739,1.00325739383698,628870,3691870,0.985452055931091,0,49.2986755371094,0,0.0193683225661516,0,0.46000075340271,0,0.449441760778427,0,18.398163115505,-3.82280004132455,0.0158913180352504,-0.00818452487809683,2.14348136586565
"69",96,33.4227126522621,0.0299999998433893,0.774232573266241,0.0298483751653674,49.9998110769696,-3.12886461557634,23.5835429553671,0.00247271460959462,0.00753820150442862,1.94213437163849,0.0413,0.0763,0.0641,0.1367,0.2584,0.294,0.3187,0.2648,0.1522,0.58856201171875,20.7858943939209,0,0.441112250089645,0.365640014410019,1.21293127536774,0.784634530544281,0.0686884373426437,0.0440058149397373,0.154387772083282,0.708755791187286,-0.0597106926143169,0.408391177654266,-0.0762373358011246,0.441461443901062,1.00705933570862,628890,3691850,0.991979837417603,0,48.5876960754395,0,0.0197905842214823,0,0.458215892314911,0,0.450478613376617,0,14.8729581249737,0.176086504708245,0.0185823086767184,-0.00867925655583075,2.23453998626904
"70",97,24.9965116481426,0.0299999999459118,0.760607205678656,0.0100000004542068,49.9988872157538,-2.7260393573949,22.7516544999051,0.00802739718685128,0.0068358037284645,2.21372199320211,0.0441,0.0857,0.0754,0.1568,0.2906,0.3281,0.3549,0.275,0.1644,0.533708035945892,19.760570526123,0,0.45850020647049,0.383419990539551,1.29153382778168,0.77290153503418,0.0814333409070969,0.0463110730051994,0.155583277344704,0.673919320106506,-0.0516482666134834,0.444765627384186,-0.0942819267511368,0.459844142198563,1.01143968105316,628990,3691830,0.94712096452713,0,46.956916809082,0,0.0203539375215769,0,0.477250397205353,0,0.471724599599838,0,11.7640082511317,2.39388338258226,0.0345222707970924,-0.0185289356672198,2.23217467077606
"71",98,35.849634777467,0.0299999994427556,0.796507796560718,0.0299999954777527,49.9097857273317,-2.07646907888283,23.4779876836199,0.00665440952441355,0.00696735438203449,2.12458561908685,0.0393,0.074,0.0633,0.1344,0.2653,0.2955,0.3298,0.2634,0.1542,0.620795488357544,21.6018619537354,0,0.455069780349731,0.381987512111664,1.27985143661499,0.783032238483429,0.0720884948968887,0.0437767021358013,0.151002466678619,0.736474573612213,-0.0652415677905083,0.43031507730484,-0.0812915563583374,0.456096172332764,1.00435781478882,628950,3691950,1.05035889148712,0,52.0718574523926,0,0.0206773653626442,0,0.475860029459,0,0.467314034700394,0,16.7528193919518,0.624958913291508,0.0301039417267837,-0.0157051267667759,2.2102490355456
"72",99,28.228160923143,0.0299999997970657,0.860592376225644,0.0100361331788069,49.9999991749909,0.617472332570348,23.6434625294624,0.012061954346536,0.00644249065437275,2.43523689120144,0.0395,0.074,0.0595,0.1358,0.2769,0.3056,0.3371,0.2407,0.1357,0.627065122127533,21.5512142181396,0,0.483230203390121,0.401427507400513,1.36739063262939,0.6862713098526,0.134789496660233,0.0456050783395767,0.158115595579147,0.734761476516724,-0.0410407148301601,0.44855734705925,-0.0750018134713173,0.475336939096451,1.00766289234161,629110,3691310,1.18336987495422,1,55.1376762390137,1,0.0257984288036823,1,0.512062430381775,1,0.514584004878998,0,16.006306109909,2.95718199787763,0.0332802097385272,-0.0161576079414105,2.24340067896504
"73",100,25.595893633921,0.0299999998234017,0.659955326021549,0.0299999997435605,49.9450452449909,-7.23403619936661,23.5864419813581,-0.00100468148640875,0.00759093740481726,1.37353216757982,0.0464,0.0806,0.0757,0.1456,0.2462,0.2685,0.2948,0.2725,0.1632,0.515134751796722,19.1574573516846,0,0.397314578294754,0.323942512273788,1.04710674285889,0.884767055511475,0.0161268971860409,0.0447430424392223,0.146237090229988,0.652018308639526,-0.0889029502868652,0.376681268215179,-0.0930453389883041,0.402564108371735,0.995394229888916,631490,3695670,0.775672078132629,0,36.7316284179688,0,0.0165843795984983,0,0.378853052854538,0,0.366333782672882,0,12.5377888265529,-1.0733227166461,0.0127913783532749,-0.00780343152400609,2.02678979873608
