The following table was created as response to the SQL query
SELECT sbs_sbsnumber "SBS number", sbs_sbsname "SBS name", pgf_name "plant growth form", pgf_genname "gen. plant growth form", pgf_valid "record validity", ref_refname "reference", or_origrefname "original reference" FROM (SELECT r_pgf.pgf_name, sbs.sbs_sbsnumber, sbs.sbs_sbsname, r_pgf.pgf_genname, r_pgf.pgf_valid, r_pgf.ref_refname, r_pgf.or_origrefname, r_pgf.pgf_sbsnumber FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT pgf_orf.pgf_sbsnumber, pgf_orf.pgf_name, pgf_orf.pgf_genname, pgf_orf.pgf_valid, r.ref_refname, pgf_orf.or_origrefname FROM (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r LEFT JOIN (SELECT pgf.pgf_sbsnumber, pgf.pgf_name, pgf.pgf_genname, pgf.pgf_valid, pgf.pgf_referenceid, orf.or_origrefname FROM (SELECT sbsnumber AS pgf_sbsnumber, plantgrowthformname AS pgf_name, genplantgrowthformname AS pgf_genname, valid AS pgf_valid, referenceid AS pgf_referenceid, originalreference AS pgf_origreferenceid FROM (SELECT plantgrowthformid, created_when, updated_when, updatedwho, valid, validsince, validuntil, sbsnumber, taxonid, referenceid, originalreference, batchid, p_comment, plantgrowthformtypeid, genplantgrowthformtypeid, plantgrowthformname, genplantgrowthformname
FROM
	(SELECT plantgrowthformid, created_when, updated_when, updatedwho, valid, validsince, validuntil, taxonid, referenceid, originalreference, batchid, p_comment, a.plantgrowthformtypeid, a.plantgrowthformtypename AS plantgrowthformname, b.plantgrowthformtypename AS genplantgrowthformname, b.plantgrowthformtypeid AS genplantgrowthformtypeid
	FROM
		(SELECT * FROM PLANTGROWTHFORM NATURAL join PLANTGROWTHFORMTYPE_LV) a
		join
		PLANTGROWTHFORMTYPE_LV b
		ON a.plantgrowthformtypeid - MOD(a.plantgrowthformtypeid,100) = b.plantgrowthformtypeid
	)
	NATURAL join
	TAXONTOSBSASSIGNMENT WHERE valid IN (-2, 1))) pgf FULL JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON pgf.pgf_origreferenceid = orf.or_origrefid) pgf_orf ON r.ref_referenceid = pgf_orf.pgf_referenceid) r_pgf ON sbs.sbs_sbsnumber = r_pgf.pgf_sbsnumber)
on Mon Apr 26 11:04:46 CEST 2010 .

SBS number;SBS name;plant growth form;gen. plant growth form;record validity;reference;original reference
4799;Achillea ptarmica;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43610;Poa palustris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43540;Lolium perenne;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
3013;Achillea millefolium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43077;Poa trivialis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43060;Poa annua;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43060;Poa annua;Therophyte;Therophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42902;Poa chaixii;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42453;Koeleria pyramidata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42412;Phragmites australis;Geophyte;Cryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42412;Phragmites australis;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42408;Phleum pratense;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42396;Phalaris arundinacea;Geophyte;Cryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42334;Poa nemoralis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43217;Nardus stricta;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43196;Lolium multiflorum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
43196;Lolium multiflorum;Therophyte;Therophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42678;Poa angustifolia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42677;Poa pratensis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42614;Holcus mollis;Geophyte;Cryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42614;Holcus mollis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
42613;Holcus lanatus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
41392;Agrostis capillaris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
41343;Festuca pratensis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
41982;Deschampsia flexuosa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
41907;Anthoxanthum odoratum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
41199;Calamagrostis epigejos;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
41179;Brachypodium sylvaticum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
41177;Brachypodium pinnatum s. pinnatum;Geophyte;Cryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
41177;Brachypodium pinnatum s. pinnatum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40960;Calamagrostis canescens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40951;Bromus racemosus;Therophyte;Therophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40923;Avenula pubescens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40861;Agrostis stolonifera;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40852;Agrostis gigantea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40814;Glyceria fluitans;Geophyte;Cryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40814;Glyceria fluitans;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40659;Cynosurus cristatus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40532;Agrostis canina;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40414;Arrhenatherum elatius;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40391;Alopecurus pratensis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40373;Bromus sterilis;Therophyte;Therophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40361;Bromus hordeaceus;Therophyte;Therophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40358;Bromus erectus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40342;Briza media;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40299;Deschampsia cespitosa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40290;Dactylis glomerata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40254;Festuca arundinacea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40171;Festuca ovina;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40135;Glyceria maxima;Geophyte;Cryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40135;Glyceria maxima;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
40135;Glyceria maxima;Hydrophyte;Cryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
33452;Rhinanthus angustifolius;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
35041;Solanum dulcamara;Liana;Liana;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30328;Potentilla palustris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30295;Potentilla tabernaemontani;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30642;Potentilla argentea;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
30622;Potentilla reptans;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
33807;Veronica filiformis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
32892;Rhinanthus minor;Vascular semi-parasite;Vascular semi-parasite;1;BIOPOP April 2005;Hegi, G. B. (1906): Illustrierte Flora von Mitteleuropa
38684;Colchicum autumnale;Geophyte;Cryptophyte;1;BIOPOP April 2005;Butcher, R. W. (1954): Biological flora of the British Isles: Colchium autumnale L..
40290;Dactylis glomerata;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Beddows, A. R. (1959): Biological flora of the British Isles: Dactylis glomerata.
40290;Dactylis glomerata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Beddows, A. R. (1959): Biological flora of the British Isles: Dactylis glomerata.
43483;Tragus racemosus;Therophyte;Therophyte;1;BIOPOP April 2005;Kirchner, O. v.(1936): Lebensgeschichte der Blütenpflanzen Mitteleuropas
42613;Holcus lanatus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Beddows, A. R. (1961): Biological flora of the British Isles: Holcus lanatus L.
23226;Hypericum maculatum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23279;Hypericum elodes;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23279;Hypericum elodes;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23277;Hypericum elegans;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23252;Hypericum humifusum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23252;Hypericum humifusum;Therophyte;Therophyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23250;Hypericum hirsutum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23241;Hypericum montanum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23219;Hypericum pulchrum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23212;Hypericum perforatum;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23212;Hypericum perforatum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
23203;Hypericum tetrapterum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hagemann, I. (1983): Wuchsformenuntersuchung an zentraleuropäischen Hypericum-Arten. (Analysis of Growth Forms of Central European Hypericum Species).
14697;Humulus lupulus;Liana;Liana;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
18478;Bryonia cretica s. dioica;Liana;Liana;1;BIOPOP April 2005;Schubert, R. (1990): Rothmaler Exkursionsflora 4. Kritischer Band
37912;Carex flacca;Geophyte;Cryptophyte;1;BIOPOP April 2005;Taylor, F. J. (1956): Biological flora of the British Isles: Carex flacca Schreb.
40299;Deschampsia cespitosa;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Davy, A. J. (1980): Biological flora of the British Isles: Deschampsia caespitosa (L.) Beauv.
42831;Koeleria macrantha;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Dixon, J. M. (2000): Biological flora of the British Isles: Koeleria macrantha (Ledeb.) Schultes (K. alpigena Domin, K. cristata (L.) Pers. pro parte, K. gracilis Pers., K. albescens auct. non DC.).
42614;Holcus mollis;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Ovington, J. D. (1956): Biological flora of the British Isles: Holcus mollis L.
42614;Holcus mollis;Geophyte;Cryptophyte;1;BIOPOP April 2005;Ovington, J. D. (1956): Biological flora of the British Isles: Holcus mollis L.
42614;Holcus mollis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Ovington, J. D. (1956): Biological flora of the British Isles: Holcus mollis L.
26381;Fraxinus excelsior;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Wardle, P. (1961): Biological flora of the British Isles: Fraxinus excelsior L.
21886;Lotus corniculatus;Geophyte;Cryptophyte;1;BIOPOP April 2005;Jones, D. A. (1986): Biological flora of the British Isles: Lotus corniculatus L.
21886;Lotus corniculatus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Jones, D. A. (1986): Biological flora of the British Isles: Lotus corniculatus L.
40923;Avenula pubescens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Dixon, J. M. (1991): Biological flora of the British Isles: Avenula (Dumort.) Dumort.
6499;Hypochoeris radicata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Turkington, R. A. (1983): Biological flora of the British Isles: Hypochoeris radicata L.
40342;Briza media;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Dixon, J. M. (2002): Biological flora of the British Isles: Briza media L.
24460;Teucrium scorodonia;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hutchinson, T. C. (1968): Biological flora of the British Isles: Teucrium scorodonia L.
28355;Armeria maritima;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Woodell, S. R. J. (1993): Biological flora of the British Isles: Armeria maritima (Mill.) Willd. (Statice armeria L., S. maritima Mill.).
16755;Stellaria media;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Sobey, D. G. (1981): Biological flora of the British Isles: Stellaria media (L.) Vill.
16755;Stellaria media;Therophyte;Therophyte;1;BIOPOP April 2005;Sobey, D. G. (1981): Biological flora of the British Isles: Stellaria media (L.) Vill.
43060;Poa annua;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Hutchinson, C. S. (1982): Biological flora of the British Isles: Poa annua L.
43060;Poa annua;Therophyte;Therophyte;1;BIOPOP April 2005;Hutchinson, C. S. (1982): Biological flora of the British Isles: Poa annua L.
22101;Trifolium repens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Burdon, J. J. (1983): Biological flora of the British Isles: Trifolium repens L.
19381;Scabiosa columbaria;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Meusel, H. (1970): Wuchsformenreihen mediterran-mitteleuropäischer Angiospermen-Taxa.
22101;Trifolium repens;Chamaephyte;Chamaephyte;1;BIOPOP April 2005;Turkington, R.A. (1983): The biology of Canadian weeds. 57. Trifolium repens L.
22101;Trifolium repens;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Turkington, R.A. (1983): The biology of Canadian weeds. 57. Trifolium repens L.
6499;Hypochoeris radicata;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Aarssen, L.W. (1981): The biology of Canadian weeds. 50. Hypochoeris radicata L.
31956;Galium aparine;Liana;Liana;1;BIOPOP April 2005;Malik, N. (1988): The biology of Canadian weeds. 86. Galium aparine L. and Galium spurium L.
31775;Galium spurium;Liana;Liana;1;BIOPOP April 2005;Malik, N. (1988): The biology of Canadian weeds. 86. Galium aparine L. and Galium spurium L.
29712;Potentilla anserina;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Miyanishi, K.(1991): The biology of Canadian weeds. 98. Potentilla anserina L.
28012;Rhamnus catharticus;Phanerophyte;Phanerophyte;1;BIOPOP April 2005;Godwin, H. (1943): Biological flora of the British Isles: Rhamnus cathartica L.
13825;Thlaspi arvense;Therophyte;Therophyte;1;BIOPOP April 2005;Löve, A. (1961): Chromosome numbers of central and northwest European plant species.
9491;Solidago canadensis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Werner, P. A.(1980): The biology of Canadian weeds. 45: Solidago canadensis L.
12519;Cynoglossum officinale;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Upadhyaya, M. K.(1988): The biology of Canadian weeds. 87. Cynoglossum officinale L.
20503;Lathyrus montanus;Geophyte;Cryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
20503;Lathyrus montanus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
20360;Vicia sylvatica;Geophyte;Cryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
20360;Vicia sylvatica;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
20357;Vicia sepium;Geophyte;Cryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
20357;Vicia sepium;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
19847;Lathyrus vernus;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
22140;Vicia pisiformis;Geophyte;Cryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
22140;Vicia pisiformis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
22128;Vicia cracca;Geophyte;Cryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
22128;Vicia cracca;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
19692;Vicia cassubica;Geophyte;Cryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
19692;Vicia cassubica;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
20898;Lathyrus sylvestris;Geophyte;Cryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
20898;Lathyrus sylvestris;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
21606;Vicia dumetorum;Geophyte;Cryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
21606;Vicia dumetorum;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
21815;Lathyrus niger;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
21355;Lathyrus pratensis;Geophyte;Cryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
21355;Lathyrus pratensis;Hemicryptophyte;Hemicryptophyte;1;BIOPOP April 2005;Gluch, W. (1971): Wuchsformenstudien an zentraleuropäischen Fabaceen IV. Die Stauden der Gattungen Lathyrus und Vicia.
21160;Vicia lathyroides;Liana;Liana;1;BIOPOP April 2005;Jäger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband
21610;Vicia grandiflora;Liana;Liana;1;BIOPOP April 2005;Jäger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband
18799;Cuscuta epithymum;Liana;Liana;1;BIOPOP April 2005;Jäger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband
34500;Vitis vinifera;Liana;Liana;1;BIOPOP April 2005;Jäger, E.J. (2000): Rothmaler Exkursionsflora von Deutschland. Gefäßpflanzen: Atlasband
20506;Lathyrus odoratus;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
21151;Wisteria sinensis;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
15385;Lonicera periclymenum;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
22039;Phaseolus vulgaris;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
27205;Clematis vitalba;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
18478;Bryonia cretica s. dioica;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
18474;Bryonia alba;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
2449;Hedera helix;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
44736;Fallopia convolvulus;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
34516;Parthenocissus tricuspidata;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
34510;Parthenocissus inserta;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
35041;Solanum dulcamara;Liana;Liana;1;BIOPOP April 2005;Liebenow, H. (1981): Giftpflanzen
18822;Cuscuta europaea;Vascular parasite;Vascular parasite;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
25275;Viscum album;Vascular parasite;Vascular parasite;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
22143;Vicia sativa;Liana;Liana;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
26203;Orobanche minor;Vascular parasite;Vascular parasite;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
18799;Cuscuta epithymum;Vascular parasite;Vascular parasite;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
27205;Clematis vitalba;Liana;Liana;1;BIOPOP April 2005;Cooper, M. R. (1984): Poisonous plants in Britain and their effects on animals and man
